image_name,tags
mmm_uol_worlds_2019_0000000358,1-4 1-5 11-11 11-12 12-10 12-11 12-12 2-5 2-6 3-7 3-8
dwg_lk_2_worlds_2019_0000000876,10-6 10-7 10-8 11-6 11-7 12-10 12-9 13-10 13-9 2-2 2-3 3-2 3-3 4-10 4-13 4-2 4-3 5-13 6-8 7-5 7-6 7-7 7-8 8-5 8-6 8-7 9-2
spy_uol_3_2019_0000000470,1-3 1-4 10-9 11-10 11-9 12-10 12-9 2-3 2-4 7-7 8-7 9-9
spy_uol_5_2019_0000000096,1-4 11-11 11-12 12-11 12-12 2-3 2-4 6-10 6-7 6-8 6-9 7-10 7-4 7-5 7-7 7-8 8-4 8-5
cg_mmm_worlds_2019_0000000188,10-11 10-12 11-10 11-11 11-12 11-7 11-8 11-9 12-10 12-11 12-8 13-0 13-1 2-5 2-6 3-1 3-2 3-6 4-1 7-6 8-6 9-6
hka_isg_4_2019_0000000558,1-12 1-13 10-12 11-3 12-11 2-13 2-2 2-3 3-2 4-9 5-5 6-4 6-5 7-4 7-5 7-6 7-7 8-4 8-5 8-6 9-12 9-6
spy_uol_5_2019_0000001913,10-3 11-3 11-4 12-2 12-3 12-4 12-5 13-1 13-2 13-3
dwg_fla_worlds_2019_0000000741,2-3 2-4 3-11 4-5 6-6 6-7 6-8 6-9 7-12 7-7 8-12
hka_isg_2_2019_0000001068,10-3 10-4 10-7 10-8 11-3 11-8 12-7 13-1 3-10 3-8 3-9 4-10 4-8 4-9 5-7 5-8 6-5 7-3 7-4 7-5
hka_isg_2_2019_0000000123,10-12 11-12 2-2 2-3 3-2 3-3 6-5 7-4 7-5 7-6 7-7 8-6
spy_uol_6_2019_0000001047,10-6 10-7 10-8 10-9 11-9 12-10 12-9 7-7 7-9 8-3 8-5 8-6 8-7 8-9 9-3 9-5 9-6 9-8 9-9
hka_isg_3_2019_0000000113,1-3 1-4 12-10 12-11 12-12 2-3 2-4 6-8 6-9 7-5 7-7 7-9
fla_ryl_worlds_2019_0000000183,10-12 10-5 10-6 11-11 11-12 12-11 2-1 2-2 3-1 3-2 4-5 5-4 5-5 6-0 6-1 6-6 6-7 7-6 7-7
cg_mmm_worlds_2019_0000000986,5-6 5-7
spy_uol_2_2019_0000000557,3-5 3-6 4-5 5-4 5-5 5-6 8-10 8-11 8-5 9-10 9-11 9-5
lk_mg_worlds_2019_0000000920,10-10 10-6 10-7 10-9 11-10 11-11 12-11 13-10 2-8 2-9 4-7 5-3 7-6 7-7 8-5 8-6 9-6
hka_lk_2_worlds_2019_0000000341,1-4 12-10 12-11 12-9 13-10 2-2 2-3 2-4 5-8 5-9 6-7 6-8 7-3 7-4
cg_ryl_1_worlds_2019_0000000766,2-3 7-6 7-7 7-8 8-7 8-8 9-7 9-8
cg_uol_worlds_2019_0000000032,1-2 11-11 2-2 4-9 5-8 6-10 6-7 6-8 6-9 7-10 7-6 8-11
spy_uol_6_2019_0000001015,10-7 3-2 5-5 5-6 6-5 6-6 6-7 7-6 9-6 9-9
spy_uol_6_2019_0000000751,1-13 10-4 11-3 11-4 12-2 12-3 2-6 3-11 3-5 3-6 4-1 4-2 4-8 5-1 5-2 5-8 6-1 6-2 7-1 7-2 7-7 9-4
cg_mmm_worlds_2019_0000000934,6-2 7-1 7-7 8-6 8-7 8-8 9-8
dwg_lk_worlds_2019_0000000675,1-4 1-7 10-8 11-7 11-8 11-9 12-8 12-9 13-5 2-4 2-7 6-5 6-6 7-5 7-6 7-7 8-10 8-4 8-5 8-6 8-7 9-4 9-5
hka_isg_2_2019_0000000219,10-12 11-11 11-12 11-4 2-2 2-3 3-2 6-8 7-7 7-8 8-7 9-11 9-12
spy_uol_5_2019_0000001205,2-4 4-11 4-12 5-11 5-12 6-12 6-13 7-12 7-13 8-9
fla_ryl_2_worlds_2019_0000001336,6-6 6-8 7-12 7-6 7-7 7-8 8-12 8-7 9-7
cg_mmm_worlds_2019_0000000219,10-13 11-10 12-11 12-12 13-1 3-2 3-3 4-1 4-2 6-10 6-12 6-13 6-9 7-10 7-12 7-13 7-6 7-7 7-9 8-5 8-6
hka_isg_2_2019_0000000101,10-12 10-13 11-12 2-2 2-3 2-6 2-7 3-2 3-6 3-7 6-3 7-7 7-8
cg_ryl_2_worlds_2019_0000000236,1-12 1-13 1-4 1-5 12-10 12-11 2-11 2-12 2-5 3-11 3-12 3-2 6-7 7-6 7-7 8-5 8-6 9-5
cg_ryl_2_worlds_2019_0000000958,11-7 12-11 12-7 2-3 3-4 3-5 3-6 4-4 8-5 8-6 8-8 9-7 9-8 9-9
lk_mg_2_worlds_2019_0000000260,1-2 1-3 10-12 11-11 11-12 11-7 11-8 12-11 12-7 12-8 2-2 2-3 3-3 6-6 7-6 7-7 7-8 8-6 8-7 8-8 9-9
spy_uol_4_2019_0000000850,10-11 10-12 10-5 12-7 5-2 7-2 7-3 8-6 8-7 9-6 9-7
spy_uol_5_2019_0000001497,10-4 10-8 10-9 12-5 8-7 8-8 9-4 9-7 9-8 9-9
spy_uol_6_2019_0000000913,6-7 6-8 7-8 7-9 8-10 8-8 8-9 9-11
fla_ryl_2_worlds_2019_0000000996,10-8 10-9 11-10 11-11 11-8 11-9 12-10 12-11 12-9 13-10 13-9 2-5 2-6 3-6 5-6 6-6 6-7 6-8 7-11 7-6 7-8 8-6
hka_lk_2_worlds_2019_0000000652,1-12 1-13 10-3 10-4 11-3 11-4 12-3 12-4 2-13 2-3 3-2 3-3 4-4 4-5 5-4 5-5 6-7 6-8 7-6 7-7 9-6
dwg_lk_4_worlds_2019_0000000424,11-10 11-9 12-10 12-9 13-10 13-9 2-3 2-6 2-7 3-2 3-3 3-7 4-1 6-5 7-7
hka_mg_worlds_2019_0000001344,5-8 5-9
isg_spy_worlds_2019_0000000513,1-12 1-13 10-10 10-12 10-13 10-9 11-12 11-13 2-2 2-3 3-2 4-2 7-10 7-12 7-9 8-11 8-12 8-6 8-7 8-8 9-8 9-9
spy_uol_4_2019_0000001058,10-1 10-2 11-7 11-8 12-6 12-7 12-8 4-3 4-4 5-4 5-6 6-5 6-6 6-7 7-5 7-6 8-5
dwg_lk_worlds_2019_0000001022,10-2 11-2 11-3 2-4 2-5 3-10 3-11 3-4 3-5 4-11 4-12 4-13 4-8 4-9 5-1 5-12 5-13 6-1 8-5 8-6
fla_ryl_3_worlds_2019_0000000848,11-12 2-5 6-1 6-2 7-2 8-6 8-7 9-6 9-7 9-8
fla_ryl_3_worlds_2019_0000000927,10-7 10-8 11-11 11-12 11-8 12-11 12-12 2-3 2-4 2-5 3-4 3-5 4-4 7-4 7-5 7-8 8-8 8-9 9-8 9-9
hka_mg_worlds_2019_0000000326,10-11 10-12 11-11 11-12 12-11 12-12 2-2 2-3 3-3 3-4 6-7 6-8 7-4 7-5 7-7 7-8
spy_uol_3_2019_0000000539,11-9 12-10 12-9 13-10 13-9 2-13 4-1 4-2 6-6 7-1 7-2 7-6 7-7
spy_uol_3_2019_0000000672,10-10 10-9 13-4 2-10 2-11 2-12 2-2 2-3 2-4 3-2 3-3 3-4 4-3 6-6 6-7 7-7
fla_ryl_worlds_2019_0000000589,0-4 1-4 10-11 10-12 11-11 11-12 2-2 2-9 3-3 3-4 3-7 3-8 4-2 4-3 4-4 4-8 5-8 5-9 6-7
cg_mmm_worlds_2019_0000001027,12-7 13-7 4-4 5-7 6-5 6-6 7-6 7-7 8-7 8-8
spy_uol_6_2019_0000001062,12-10 12-9 13-9 7-7 8-3 8-6 8-7 9-3 9-5 9-6
hka_mg_worlds_2019_0000001125,10-10 10-9 4-13 4-2 5-2 5-4 5-8 5-9 6-12 6-2 6-3 7-12 7-13 7-6 7-7 7-8 8-6 8-7 8-8 8-9 9-8 9-9
lk_mg_worlds_2019_0000000856,10-10 10-11 10-9 11-10 11-11 11-12 8-7 8-8 8-9 9-10 9-8 9-9
lk_mg_2_worlds_2019_0000001056,11-10 11-11 12-10 12-11 3-10 3-6 4-10 4-2 4-3 4-4 4-5 4-6 4-7 5-5 6-12 6-13 6-5 7-12 7-13
hka_mg_worlds_2019_0000000837,10-10 10-7 10-8 10-9 11-10 3-4 4-5 8-8 8-9 9-10 9-7 9-8 9-9
spy_uol_5_2019_0000001496,10-4 10-8 10-9 7-7 8-7 8-8 9-4 9-5 9-7 9-8 9-9
hka_isg_3_2019_0000000364,1-3 11-12 12-10 12-11 12-12 13-10 2-12 2-3 7-6 7-7
dwg_fla_worlds_2019_0000000417,10-10 10-12 10-9 11-11 11-12 3-1 3-2 4-1 6-6 8-12 8-5 8-6 9-12 9-13 9-9
cg_ryl_2_worlds_2019_0000000569,11-11 11-12 3-2 3-3 3-4 4-1 4-2 4-3 6-5 6-6 6-7 7-5 7-7 7-8 8-3 8-4 8-5 9-9
dfm_spy_worlds_2019_0000000484,0-13 1-13 1-2 10-11 10-12 11-11 11-12 2-2 5-7 5-8 6-7 6-8 7-7 7-8 8-11 8-8 8-9 9-8 9-9
spy_uol_5_2019_0000000562,10-10 10-11 10-12 2-11 3-1 3-11 3-2 4-1 4-2 7-5 7-6 8-11 8-12 9-11 9-12 9-13
spy_uol_2_2019_0000001049,1-5 10-7 11-5 11-7 12-5 12-6 7-7 8-7 8-8
spy_uol_6_2019_0000000909,1-4 1-5 10-10 10-7 5-6 6-6 6-7 7-10 7-11 7-7 7-8 8-10 8-8 8-9 9-10 9-11
spy_uol_4_2019_0000001540,13-1 4-4 5-4 5-5 6-3 6-4 6-5 7-3 7-4
spy_uol_4_2019_0000000634,1-12 1-13 10-12 4-12 4-13 4-4 4-5 6-7 6-8 7-12 7-4 7-5 7-7 7-8 8-4 8-8 8-9 9-12
cg_mmm_worlds_2019_0000000073,1-3 1-4 12-10 12-11 12-9 13-11 13-9 2-3 2-4 3-3 4-5 4-8 7-6 7-7 8-6 8-7
dwg_lk_4_worlds_2019_0000000357,11-10 11-11 11-9 12-10 12-11 13-10 13-11 2-2 2-3 3-11 3-12 3-6 4-11 4-12 6-7 6-8
dwg_lk_3_worlds_2019_0000001080,10-4 10-6 11-6 11-7 12-10 12-9 13-10 2-4 2-5 3-1 4-1 4-2 4-4 4-5 5-4 5-5 6-3 7-3 8-2 8-3 8-4 9-3 9-4
hka_lk_worlds_2019_0000000836,11-9 6-12 7-10 7-12 7-13 7-6 7-8 8-10 8-11 8-12 8-6 9-10 9-11
dwg_lk_worlds_2019_0000001166,4-4 5-6 5-7 6-10 6-7 7-10 7-6 7-7 8-7
cg_ryl_1_worlds_2019_0000000643,1-13 10-13 4-5 5-5 7-6 7-7 8-6 8-7
spy_uol_5_2019_0000001482,10-5 10-6 11-4 11-5 11-6 11-7 12-2 12-4 12-5 13-2 13-4 13-5 9-5
spy_uol_3_2019_0000000900,10-7 10-8 11-7 11-8 11-9 12-9 13-0 13-1 3-1 3-2 4-1 4-2 7-2 7-6 7-7 8-4 8-7 8-8 9-5 9-6
cg_ryl_3_worlds_2019_0000001336,0-13 1-12 1-13 10-3 10-7 12-6 13-6 13-7 2-12 3-4 4-3 4-4 5-4 6-3 6-4 6-6 7-1 7-2 7-3 8-2 8-3
hka_lk_2_worlds_2019_0000000220,1-4 10-11 10-12 10-13 11-12 11-13 2-2 2-3 3-2 6-2 6-3 6-7 7-7 8-7 9-11 9-12
cg_ryl_3_worlds_2019_0000000621,10-10 10-11 11-10 11-9 12-10 12-9 6-1 7-1 7-2 7-7 7-8 8-7 8-8
dwg_lk_3_worlds_2019_0000001083,10-4 10-6 11-8 11-9 12-8 2-3 2-4 3-4 3-5 4-1 4-2 4-4 6-3 6-4 7-2 7-3 7-4 9-4
hka_lk_2_worlds_2019_0000000286,12-10 12-7 12-8 12-9 13-8 13-9 2-2 3-2 5-12 6-12 7-4 7-5 7-6 7-7 8-5 8-6 8-8 8-9
dwg_lk_2_worlds_2019_0000000559,12-11 12-12 4-4 5-5 5-6 6-5 6-6
fla_ryl_2_worlds_2019_0000001455,2-4 2-5 3-2 3-3 4-3 4-7 5-12 5-13 5-4 5-5 5-6 5-7 6-12 6-13 6-5 6-6 7-10 8-10 8-8
hka_lk_2_worlds_2019_0000000609,10-12 11-11 11-12 11-13 12-1 12-11 13-1 2-1 2-2 2-3 6-7 6-8 6-9 7-8 7-9 9-5 9-6
dwg_ryl_worlds_2019_0000000790,12-1 12-10 12-11 12-2 12-9 13-1 13-10 13-11 13-2 3-12 7-7 7-8 8-10 8-6 9-10 9-2 9-6
spy_uol_6_2019_0000001397,10-2 10-3 10-4 4-10 6-3 6-8 7-2 7-3 8-9 9-2 9-3 9-4
hka_isg_3_2019_0000000312,1-13 1-3 1-4 10-4 10-5 12-5 2-3 2-4 4-7 5-8 5-9 6-7 7-6 7-7
hka_isg_2_2019_0000000739,3-1 3-2 3-3 4-2 8-6 9-7
spy_uol_5_2019_0000001666,2-5 4-6 4-7 5-6 5-7 6-7 6-8 8-5 8-6 9-11
cg_ryl_1_worlds_2019_0000000745,10-3 10-5 10-6 10-9 11-3 11-4 12-1 5-3 6-6 7-7 8-6 8-7
spy_uol_4_2019_0000000566,10-11 10-12 10-13 4-5 5-2 5-5 6-2 6-3 6-5 7-2 7-6 7-7 8-12 8-7 9-11 9-12
fla_ryl_worlds_2019_0000000490,0-13 1-11 1-13 10-7 10-9 11-11 11-12 12-11 2-11 2-12 2-13 2-2 6-1 6-6 6-7 7-6 7-7
cg_uol_worlds_2019_0000000235,10-11 10-12 11-11 11-12 12-0 12-1 12-11 13-0 13-1 2-2 5-6 6-1 6-10 6-11 6-12 6-5 6-6 6-7 6-8 7-1
hka_isg_2_2019_0000000879,10-8 11-11 12-11 6-3 6-5 6-8 6-9 7-1 7-2 7-3 7-7 7-8 8-1 8-2 8-3
dwg_lk_4_worlds_2019_0000000794,1-8 1-9 2-8 2-9 3-10 3-9 4-10 4-9 5-10 5-11 5-8 5-9 6-11
hka_isg_4_2019_0000000388,1-10 1-2 1-3 10-6 11-11 11-12 12-10 12-11 12-12 2-10 2-2 2-3 2-9 3-10 6-7 6-8 7-7 9-6
spy_uol_3_2019_0000000291,10-10 10-9 11-10 11-11 12-10 12-11 4-1 4-2 7-4 7-5 7-7 8-4 8-5 9-10
spy_uol_3_2019_0000000122,1-3 10-9 12-10 12-11 2-2 2-3 3-3 7-5 7-7 7-8 8-6 8-7
spy_uol_6_2019_0000000006,1-3 11-7 2-2 2-3 4-3 4-4 4-5 5-5 5-6 6-7 6-8 7-10 7-11 7-12 7-8 7-9 8-11 8-12
dfm_spy_worlds_2019_0000000702,10-10 10-11 10-8 10-9 11-11 11-12 2-1 2-12 2-2 3-1 4-4 7-8 8-8 9-10 9-11 9-8 9-9
hka_isg_2_2019_0000001157,12-1 13-1 5-4 6-3 6-4 6-5 7-2 7-3 7-4 8-3 8-4 8-5 9-12 9-13
fla_ryl_2_worlds_2019_0000001429,10-5 12-2 12-3 13-2 3-6 4-2 4-6 5-2 5-7 6-7 6-8 7-13 7-4 8-10 9-12 9-5
dwg_lk_2_worlds_2019_0000000417,0-1 0-10 0-11 0-12 0-13 0-2 0-3 0-4 0-5 0-6 0-7 0-8 0-9 1-1 1-10 1-11 1-12 1-13 1-2 1-3 1-4 1-5 1-6 1-7 1-8 1-9 10-1 10-10 10-11 10-12 10-13 10-2 10-3 10-4 10-5 10-6 10-7 10-8 10-9 11-1 11-10 11-11 11-12 11-13 11-2 11-3 11-4 11-5 11-6 11-7 11-8 11-9 12-1 12-10 12-11 12-12 12-13 12-2 12-3 12-4 12-5 12-6 12-7 12-8 12-9 13-13 2-1 2-10 2-11 2-12 2-13 2-2 2-3 2-4 2-5 2-6 2-7 2-8 2-9 3-1 3-10 3-11 3-12 3-13 3-2 3-3 3-4 3-5 3-6 3-7 3-8 3-9 4-1 4-10 4-11 4-12 4-13 4-2 4-3 4-4 4-5 4-6 4-7 4-8 4-9 5-1 5-10 5-11 5-12 5-13 5-2 5-3 5-4 5-5 5-6 5-7 5-8 5-9 6-1 6-10 6-11 6-12 6-13 6-2 6-3 6-4 6-5 6-6 6-7 6-8 6-9 7-1 7-10 7-11 7-12 7-13 7-2 7-3 7-4 7-5 7-6 7-7 7-8 7-9 8-1 8-10 8-11 8-12 8-13 8-2 8-3 8-4 8-5 8-6 8-7 8-8 8-9 9-1 9-10 9-11 9-12 9-13 9-2 9-3 9-4 9-5 9-6 9-7 9-8 9-9
dwg_fla_worlds_2019_0000000118,10-12 10-9 11-8 11-9 12-9 2-2 2-3 3-1 3-2 3-4 4-4 4-5 6-7 7-7 8-5
cg_ryl_2_worlds_2019_0000000143,12-10 12-11 13-10 3-2 4-1 4-2 5-1 5-2 5-5 6-1 6-2 7-7 8-6 8-7
mmm_uol_worlds_2019_0000000123,1-3 1-4 11-10 11-11 11-12 12-11 12-12 12-9 2-3 2-4 3-6 4-6 4-7 4-8 6-7 7-6 7-7 8-6 8-7 9-7
hka_isg_4_2019_0000000968,12-8 12-9 2-11 2-7 2-8 3-11 4-7 5-6 5-7 5-8 5-9 6-6 6-7 6-8 7-7
hka_lk_worlds_2019_0000000898,1-4 10-10 10-8 10-9 11-8 2-2 9-10 9-11 9-8 9-9
spy_uol_5_2019_0000001867,10-4 10-5 11-3 11-4 12-4 7-4 8-4 8-5
spy_uol_4_2019_0000000715,10-10 10-11 11-11 12-11 5-1 5-2 6-1 6-2 6-4 6-5 7-7 7-8 8-4 8-5 8-9 9-10 9-12 9-5 9-9
hka_isg_3_2019_0000000157,1-4 11-10 11-11 12-10 12-11 12-9 2-3 2-4 2-5 2-6 2-7 3-5 3-6 6-7 7-6 7-7
fla_ryl_2_worlds_2019_0000001309,11-10 11-11 6-7 6-8 7-7 7-8 7-9 8-9 9-6 9-7
dfm_spy_worlds_2019_0000000042,1-2 1-3 12-11 12-12 2-2 2-3 6-10 6-3 6-7 6-9 7-10 7-5 7-6 7-7
isg_spy_worlds_2019_0000000696,4-11
cg_uol_worlds_2019_0000000082,1-4 11-11 12-10 12-11 12-9 3-7 4-7 5-6 5-7 7-10
lk_mg_2_worlds_2019_0000000241,10-6 10-7 10-9 11-12 11-6 11-7 12-11 12-12 2-2 2-3 2-4 3-2 3-3 7-7 7-8 8-8 9-7 9-8
spy_uol_3_2019_0000001247,10-2 10-3 10-4 10-5 11-2 11-3 11-4 12-2 12-3 12-4 12-6 8-3
hka_isg_3_2019_0000000992,1-11 1-12 2-11 2-12 3-11 3-3 3-4 4-3 4-4
spy_uol_3_2019_0000000395,10-12 12-1 13-0 13-1 3-2 3-3 3-4 4-4 5-4 5-7 5-8 9-12
cg_mmm_worlds_2019_0000000186,1-13 10-12 10-13 10-7 11-10 11-12 11-13 12-11 12-12 12-8 12-9 2-6 2-7 3-2 3-6 3-7 4-2 8-6 8-7 9-6 9-7
fla_ryl_worlds_2019_0000000386,10-10 10-11 10-12 11-10 11-11 2-11 2-2 2-6 3-6 4-1 4-2 5-2 6-6 6-7 7-6 7-7 9-1 9-10
cg_ryl_2_worlds_2019_0000000113,12-10 12-11 13-10 13-11 3-2 3-3 3-6 3-7 4-1 4-2 6-3 7-6 7-7 7-8 8-6 8-7 8-8
lk_mg_2_worlds_2019_0000000192,1-12 1-2 10-12 10-4 12-10 12-9 2-2 2-3 3-1 3-2 4-1 4-2 4-3 5-2 5-3 6-7 9-12
hka_mg_worlds_2019_0000000779,1-13 1-3 1-4 10-10 10-11 10-12 10-8 10-9 11-11 11-12 2-3 2-4 3-3 3-4 8-6 8-8 8-9 9-10 9-8 9-9
hka_isg_1_2019_0000000681,10-12 11-11 12-6 3-2 4-2 4-3 4-5 5-6 5-7 6-2 6-3 7-3 7-4 8-4 8-5 8-6 9-6
lk_mg_2_worlds_2019_0000000404,10-10 10-11 10-12 10-13 10-6 10-7 11-11 11-7 2-3 3-2 3-3 4-3 5-1 6-1 6-7 7-1 7-7 9-11
cg_ryl_2_worlds_2019_0000001191,10-6 10-7 11-7 12-1 12-2 12-4 2-3 2-4 2-5 3-3 3-4 3-5 3-6 6-2 6-6 6-7 6-9 7-2 7-9 8-5 8-6 9-5 9-6
dwg_lk_4_worlds_2019_0000000291,1-12 1-13 1-4 10-12 11-11 11-12 12-9 13-9 2-12 2-3 2-4 7-11 7-12 7-4 7-5 7-6 7-7 8-11 8-6
spy_uol_4_2019_0000000554,10-12 3-4 4-1 4-4 6-11 6-2 6-5 6-6 7-11 7-12 7-6 8-12 8-6 9-11 9-12
dwg_lk_4_worlds_2019_0000000665,1-7 2-7 4-6 5-6 5-8 6-7 6-8 6-9 7-12 8-12 8-13
dwg_lk_4_worlds_2019_0000000248,1-13 1-4 10-12 11-12 12-11 12-12 2-3 2-4 3-4 3-7 3-8 4-7 6-7 7-7 7-8 8-6
hka_mg_worlds_2019_0000000829,12-10 2-3 5-6 6-6 6-7 6-8 7-8 7-9 8-9 9-10 9-8 9-9
cg_mmm_worlds_2019_0000000833,11-11 11-12 12-11 12-12 2-6 3-2 6-10 6-12 6-8 6-9 7-12 7-13 7-8 7-9 8-10 8-8 8-9
dwg_lk_4_worlds_2019_0000000977,1-13 3-7 3-8 4-6 4-7 4-8 5-5 5-6 5-9 9-10
lk_mg_worlds_2019_0000000196,1-12 1-13 10-12 10-13 11-12 11-13 11-4 13-10 13-9 2-12 2-13 2-2 2-3 3-2 4-2 4-3 5-2 5-3
dfm_spy_worlds_2019_0000000520,10-10 10-11 11-8 11-9 12-10 12-11 12-9 2-2 2-3 3-3 6-1 7-7 7-8 8-10 8-7 9-10 9-11
cg_mmm_worlds_2019_0000000309,10-8 11-10 11-11 11-7 12-10 12-11 2-2 3-2 3-3 7-7 7-8 8-8
spy_uol_5_2019_0000001407,11-9 4-4 4-5 4-6 5-4 5-5 6-5
hka_mg_worlds_2019_0000001038,10-3 11-3 13-1 13-2 2-11 2-12 2-6 2-7 3-11 3-4 3-7 4-4 4-5 4-7 7-12 7-13 7-7 8-7 9-8 9-9
dwg_lk_4_worlds_2019_0000000640,1-7 1-8 10-12 3-5 4-12 4-13 6-10 6-8 6-9 7-10 9-12 9-13
hka_isg_2_2019_0000000532,11-2 11-3 12-11 12-12 3-2 4-1 4-2 4-3 4-5 5-4 5-5 5-6 6-4 6-5 6-6 7-6 8-6
cg_ryl_2_worlds_2019_0000000283,1-4 11-11 11-12 12-10 12-11 12-12 2-12 2-13 2-3 2-4 2-6 3-3 3-4 3-6 4-6 6-2 6-3 7-7
lk_mg_2_worlds_2019_0000001200,11-10 12-10 12-9 4-2 4-3 5-4 6-5 6-6 6-7 7-3 7-4 7-5 7-6 7-7 8-6 8-7
fla_ryl_3_worlds_2019_0000000792,1-3 10-12 11-10 11-11 11-12 12-10 12-11 2-2 2-3 3-5 3-6 4-6 6-2 6-3 6-8 7-2 7-6 7-8 8-6 8-7 8-8 9-7
dfm_spy_worlds_2019_0000001108,1-11 1-12 10-8 11-8 11-9 12-9 2-10 3-10 5-7 5-8 7-8 8-7 8-8 8-9 9-8 9-9
cg_ryl_3_worlds_2019_0000000292,1-10 1-11 1-12 10-7 10-9 11-11 11-12 12-1 12-11 12-12 12-2 3-1 3-2 4-1 4-2 7-4 7-5 7-7 7-8 8-10 8-8 8-9 9-10 9-9
spy_uol_4_2019_0000000408,11-12 11-13 12-10 12-11 12-12 12-13 13-10 3-2 4-1 4-2 7-1 7-2 7-7 7-8 8-1 8-11 8-12 8-2 9-11 9-12
spy_uol_3_2019_0000000355,12-11 13-11 2-3 3-6 4-10 4-11 5-11 6-12 6-7
hka_isg_1_2019_0000000204,11-7 11-8 12-10 12-7 12-8 13-10 13-9 2-2 2-3 3-2 4-7 4-8 7-7 8-6 8-7 9-6
dwg_lk_3_worlds_2019_0000001020,10-4 11-7 12-7 13-6 3-2 4-2 4-3 5-4 6-3 6-4 6-5 7-3 7-4 8-3 8-4 8-5 8-6 9-4 9-5 9-6
hka_isg_1_2019_0000000196,1-13 11-8 12-11 12-8 13-10 13-11 13-9 2-3 3-2 3-3 3-7 6-8 7-7 7-8 8-6 8-7
hka_isg_2_2019_0000000973,10-7 11-5 11-6 12-5 12-6 12-7 6-3 6-4 7-3 7-4 8-6 8-7 9-6 9-7
dwg_lk_2_worlds_2019_0000000833,10-1 10-2 12-10 12-11 12-7 13-10 2-6 2-7 3-2 3-6 3-7 6-2 6-3 8-6 9-5 9-6 9-7 9-8
hka_lk_2_worlds_2019_0000000321,1-4 1-5 10-6 10-7 11-11 11-12 11-6 11-7 12-10 12-11 12-12 12-9 13-1 13-10 2-4 2-5 3-5 4-5 6-7 6-8 7-10 7-11 7-7 7-8
spy_uol_3_2019_0000000040,10-7 11-7 12-10 13-10 13-11 7-4 7-6 7-7 8-7 8-8
dfm_spy_worlds_2019_0000000733,10-12 10-6 10-7 10-8 11-12 11-8 3-11 3-12 4-11 4-12 6-7 7-6 7-7 8-10 8-11 9-10 9-11 9-9
lk_mg_2_worlds_2019_0000000836,10-11 11-11 11-12 8-7 8-8 8-9 9-11 9-8 9-9
hka_isg_3_2019_0000000427,1-4 1-5 10-8 10-9 11-11 12-10 12-11 2-4 2-5 6-7 7-11 7-6 7-7 8-11 8-6 9-8
cg_ryl_1_worlds_2019_0000000814,10-10 12-11 12-12 2-3 3-2 3-3 3-4 4-1 4-2 4-3 4-4 5-4 8-4 8-9 9-1 9-3 9-4 9-8 9-9
spy_uol_2_2019_0000000883,12-10 12-11 3-2 6-2 6-3 6-4 6-5 7-2 7-7 8-10 8-5 8-6 8-9 9-5 9-6 9-7
fla_ryl_3_worlds_2019_0000000751,10-7 12-9 13-1 3-4 3-5 5-1 5-2 7-6 7-7 8-5 8-6 8-7 8-8 9-5 9-6 9-7 9-8
dwg_lk_worlds_2019_0000001160,4-7 5-4 5-5 5-7 5-8 5-9 6-4 6-7 6-9 7-7 8-5 8-6 8-7 9-5
dwg_lk_worlds_2019_0000000765,10-7 10-8 11-7 8-10 9-10 9-9
cg_ryl_1_worlds_2019_0000000146,10-12 10-9 11-12 12-10 12-11 13-10 3-4 4-1 4-2 4-4 7-6 7-7 8-6 8-7 8-8
spy_uol_3_2019_0000000641,1-4 12-10 12-9 13-10 13-9 2-3 2-4 2-5 3-6 6-6 7-3 7-4 7-6 8-4 8-6
spy_uol_2_2019_0000001082,1-3 1-4 11-5 11-6 12-10 12-2 13-1 13-2 2-3 2-4 4-4 5-2 5-4 5-5 5-6 6-7 7-7 7-8 8-5 9-5
cg_ryl_3_worlds_2019_0000001039,10-1 10-2 10-3 10-4 10-5 12-4 12-9 6-2 6-3 7-1 7-2 7-3 8-1 8-2 8-3 8-4 8-5 9-2 9-3 9-5
hka_isg_2_2019_0000000430,1-4 1-5 11-11 11-12 12-10 12-11 12-12 2-1 2-2 6-9 7-10 7-5 7-7 7-8 7-9 8-6 8-7 8-8 9-8
cg_ryl_2_worlds_2019_0000000312,12-11 12-12 13-10 13-11 3-1 3-2 4-1 4-2 6-5 6-6 6-7 7-4 7-5 7-7 7-8 8-5 8-7
hka_isg_4_2019_0000000715,1-13 10-4 10-5 12-10 12-11 13-10 4-2 5-2 5-7 6-5 6-7 7-7 7-8 8-5 8-6
lk_mg_worlds_2019_0000000178,11-12 12-11 12-12 12-3 13-2 13-3 3-2 4-1 4-2 6-3 7-2 7-3 7-7 8-11 8-12
dwg_lk_4_worlds_2019_0000000013,10-11 10-12 10-8 10-9 11-9 13-1 3-3 3-4 4-3 5-3 5-4 5-5 5-6 6-3 6-4 6-5 6-6 7-6 7-7 8-6 8-7 8-8 9-11
hka_isg_3_2019_0000001307,1-9 11-12 11-13 2-9 3-10 4-10 4-9 5-5 6-12 6-3 6-5 6-7 6-8 7-6 7-7 8-9 9-9
dwg_lk_3_worlds_2019_0000000055,0-1 5-10 5-11 6-10 6-11 7-1 7-2 7-6 7-7 8-1 8-2 8-7 9-2
